Year,Population,Violent Crime rate,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,Vehicular,State
1992.0,6751000.0,733.2,11.0,45.3,249.8,427.1,5672.3,1442.8,3653.1,576.4,Georgia
1993.0,6917000.0,723.1,11.4,35.4,248.0,428.3,5469.8,1307.3,3568.7,593.8,Georgia
1994.0,7055000.0,667.7,10.0,34.7,222.6,400.4,5342.7,1153.9,3631.6,557.2,Georgia
1995.0,7201000.0,657.1,9.5,35.3,205.2,407.1,5346.5,1059.9,3678.3,608.4,Georgia
1996.0,7353000.0,638.7,8.6,32.1,205.4,392.8,5671.0,1114.8,3927.7,628.5,Georgia
1997.0,7486000.0,606.6,7.5,31.1,206.7,361.3,5185.1,1086.3,3503.4,595.4,Georgia
1998.0,7642000.0,572.7,8.1,30.4,187.2,347.0,4890.3,990.8,3342.8,556.6,Georgia
1999.0,7788240.0,533.9,7.5,29.8,166.4,330.3,4614.4,917.1,3182.2,515.1,Georgia
2000.0,8186453.0,504.7,8.0,24.0,161.9,310.9,4246.4,836.6,2937.0,472.8,Georgia
2001.0,8405677.0,495.7,7.1,25.9,171.3,291.4,4138.5,854.2,2837.2,447.2,Georgia
2002.0,8544005.0,459.6,7.1,24.7,157.2,270.7,4056.2,865.3,2745.7,445.2,Georgia
2003.0,8676460.0,454.5,7.6,25.7,161.9,259.3,4259.7,910.5,2849.0,500.1,Georgia
2004.0,8918129.0,451.0,6.9,26.8,153.1,264.2,4223.5,930.6,2796.8,496.0,Georgia
2005.0,9132553.0,446.0,6.2,23.5,153.7,262.5,4145.0,924.9,2733.0,487.0,Georgia
2006.0,9363941.0,477.9,6.5,23.2,165.6,282.7,3873.5,909.2,2503.7,460.6,Georgia
2007.0,9544750.0,491.5,7.5,23.0,181.2,279.8,3889.6,946.0,2498.1,445.5,Georgia
2008.0,9685744.0,488.9,6.6,24.1,183.9,274.3,4005.0,1038.3,2557.5,409.3,Georgia
2009.0,9829211.0,428.0,5.8,23.6,148.9,249.8,3672.6,1003.2,2332.0,337.4,Georgia
2010.0,9712157.0,402.3,5.7,21.7,127.4,247.5,3639.2,998.2,2328.6,312.4,Georgia
2011.0,9812460.0,374.6,5.6,21.1,125.0,223.0,3640.6,978.5,2359.7,302.5,Georgia
2012.0,9919945.0,378.9,5.9,21.4,125.6,226.0,3410.6,874.9,2248.0,287.7,Georgia
1960.0,632772.0,21.8,2.4,3.3,10.9,5.2,2276.5,525.9,1480.6,269.9,Hawaii
1961.0,657000.0,24.5,2.3,3.8,10.7,7.8,2497.7,595.0,1597.9,304.9,Hawaii
1962.0,693000.0,36.9,2.9,2.5,17.3,14.3,2509.5,647.2,1543.0,319.3,Hawaii
1963.0,694000.0,31.0,1.7,2.6,11.5,15.1,2511.5,712.4,1557.9,241.2,Hawaii
1964.0,701000.0,82.0,2.1,2.6,13.6,63.8,2708.1,838.8,1612.1,257.2,Hawaii
1965.0,711000.0,69.1,3.2,0.8,18.7,46.3,3183.3,980.9,1839.4,363.0,Hawaii
1966.0,718000.0,83.3,2.9,4.9,21.6,53.9,3419.9,1129.7,1971.0,319.2,Hawaii
1967.0,739000.0,80.0,2.4,5.0,19.8,52.8,3639.4,1152.4,2082.8,404.2,Hawaii
1968.0,778000.0,85.1,2.8,7.2,22.6,52.4,4353.2,1363.8,2483.7,505.8,Hawaii
1969.0,794000.0,86.1,3.4,12.2,35.5,35.0,4446.7,1304.8,2606.0,535.9,Hawaii
1970.0,769913.0,121.8,3.6,11.8,63.3,43.1,5143.3,1456.1,3106.1,581.1,Hawaii
1971.0,789000.0,231.9,5.3,17.5,93.0,116.1,5226.9,1437.1,3222.4,567.3,Hawaii
1972.0,809000.0,155.5,6.8,21.3,55.4,72.1,4457.0,1335.6,2723.0,398.4,Hawaii
1973.0,832000.0,155.6,5.3,20.2,83.7,46.5,4803.1,1535.5,2830.8,436.9,Hawaii
1974.0,847000.0,208.0,8.3,26.1,121.6,52.1,5863.6,1784.8,3492.8,586.1,Hawaii
1975.0,865000.0,218.4,7.7,24.7,127.6,58.3,5808.2,1826.8,3457.7,523.7,Hawaii
1976.0,887000.0,229.3,6.2,23.6,133.0,66.5,6092.7,1881.6,3669.0,542.1,Hawaii
1977.0,895000.0,224.8,7.2,25.5,128.0,64.1,6321.3,1911.5,3920.4,489.4,Hawaii
1978.0,897000.0,270.1,6.7,25.9,173.6,64.0,6866.0,1937.7,4357.5,570.8,Hawaii
1979.0,915000.0,289.7,7.2,32.3,184.5,65.7,6957.8,1807.4,4435.0,715.4,Hawaii
1980.0,964680.0,299.5,8.7,34.7,190.2,65.8,7182.8,1847.5,4723.2,612.1,Hawaii
1981.0,979000.0,247.6,4.8,34.7,148.4,59.7,6295.8,1708.5,4157.2,430.1,Hawaii
1982.0,994000.0,255.7,3.1,34.4,156.9,61.3,6328.6,1657.6,4250.3,420.6,Hawaii
1983.0,1023000.0,252.1,5.6,29.4,130.0,87.1,5557.5,1332.9,3804.5,420.0,Hawaii
1984.0,1039000.0,231.9,3.3,30.2,115.9,82.5,5252.5,1213.6,3689.0,349.9,Hawaii
1985.0,1054000.0,219.4,4.1,29.4,99.4,86.5,4981.1,1154.1,3544.3,282.7,Hawaii
1986.0,1062000.0,245.2,4.8,31.0,106.3,103.1,5426.2,1338.8,3759.1,328.2,Hawaii
1987.0,1083000.0,263.3,4.8,36.3,98.0,124.2,5554.7,1155.6,4033.1,366.0,Hawaii
1988.0,1093000.0,257.1,4.0,32.5,84.1,136.5,5731.9,1255.8,4112.2,364.0,Hawaii
1989.0,1112000.0,270.1,4.8,44.6,83.2,137.6,6000.3,1343.4,4260.3,396.6,Hawaii
1990.0,1108229.0,280.9,4.0,32.5,91.4,153.0,5825.8,1228.2,4217.1,380.5,Hawaii
1991.0,1135000.0,241.8,4.0,33.0,86.9,117.9,5728.6,1234.4,4158.1,336.0,Hawaii
1992.0,1160000.0,258.4,3.6,37.9,99.2,117.7,5853.5,1121.2,4357.2,375.1,Hawaii
1993.0,1172000.0,261.2,3.8,33.6,103.6,120.1,6015.8,1135.7,4429.4,450.8,Hawaii
1994.0,1179000.0,262.2,4.2,30.4,103.6,123.9,6418.3,1189.9,4687.0,541.4,Hawaii
1995.0,1187000.0,295.6,4.7,28.3,130.8,131.8,6902.9,1165.3,5046.9,690.7,Hawaii
1996.0,1184000.0,280.6,3.4,27.5,135.6,114.0,6304.0,1079.5,4620.0,604.5,Hawaii
1997.0,1187000.0,277.9,4.0,31.3,118.2,124.5,5745.0,1073.4,4126.7,544.9,Hawaii
1998.0,1193000.0,246.9,2.0,29.5,102.7,112.7,5086.1,936.2,3681.0,468.9,Hawaii
1999.0,1185497.0,234.9,3.7,29.9,88.1,113.3,4600.5,794.7,3412.7,393.1,Hawaii
2000.0,1211537.0,243.8,2.9,28.6,92.7,119.7,4955.1,880.3,3570.2,504.6,Hawaii
2001.0,1227024.0,254.0,2.6,33.3,93.1,125.0,5120.5,909.7,3661.3,549.5,Hawaii
2002.0,1240663.0,262.9,1.9,30.0,97.5,133.5,5801.4,1025.4,3977.2,798.8,Hawaii
2003.0,1248755.0,272.3,1.8,29.4,93.5,147.6,5274.6,913.6,3588.1,772.8,Hawaii
2004.0,1262124.0,254.6,2.6,26.4,74.8,150.8,4795.5,857.8,3254.7,683.0,Hawaii
2005.0,1273278.0,256.0,1.9,26.9,78.6,148.0,4800.0,769.0,3313.0,717.0,Hawaii
2006.0,1285498.0,280.7,1.6,27.5,89.0,162.6,4219.9,678.6,2939.3,602.0,Hawaii
2007.0,1283388.0,276.1,1.9,29.4,87.4,157.5,4119.3,708.2,2921.5,489.6,Hawaii
2008.0,1288198.0,272.5,2.0,28.2,84.2,158.1,3566.5,730.0,2439.4,397.1,Hawaii
2009.0,1295178.0,274.1,1.8,29.7,79.5,163.1,3668.7,713.7,2580.0,375.0,Hawaii
2010.0,1363359.0,264.3,1.8,27.7,78.1,156.7,3349.6,638.6,2323.7,387.3,Hawaii
2011.0,1378129.0,251.4,1.5,25.6,72.1,152.2,3183.6,592.5,2266.8,324.3,Hawaii
2012.0,1392313.0,239.2,2.1,20.5,74.7,141.9,3075.2,573.1,2243.2,258.9,Hawaii
1960.0,667191.0,38.2,2.4,7.2,13.8,14.8,1732.8,301.4,1331.4,100.0,Idaho
1961.0,684000.0,32.5,2.0,6.4,9.4,14.6,1829.8,322.1,1394.7,113.0,Idaho
1962.0,698000.0,33.5,3.0,3.6,9.0,17.9,1895.0,352.1,1423.9,118.9,Idaho
1963.0,713000.0,50.8,2.5,5.5,12.2,30.6,1829.5,337.3,1394.0,98.2,Idaho
1964.0,692000.0,77.6,4.0,5.9,10.3,57.4,1872.1,330.2,1445.1,96.8,Idaho
1965.0,692000.0,71.2,2.0,5.5,10.1,53.6,1911.3,358.8,1450.1,102.3,Idaho
1966.0,694000.0,66.4,3.0,9.5,7.8,46.1,1945.0,389.9,1451.9,103.2,Idaho
1967.0,699000.0,68.4,4.3,8.7,10.9,44.5,1837.3,405.9,1318.6,112.9,Idaho
1968.0,705000.0,73.5,2.3,8.4,11.8,51.1,2047.9,470.6,1459.1,118.2,Idaho
1969.0,718000.0,112.3,1.9,10.0,16.7,83.6,2616.0,590.0,1894.6,131.5,Idaho
1970.0,713008.0,123.3,4.6,12.3,20.5,85.8,3031.5,673.6,2213.7,144.2,Idaho
1971.0,732000.0,125.3,3.3,10.5,22.3,89.2,3382.2,741.8,2473.9,166.5,Idaho
1972.0,756000.0,143.5,3.8,15.6,20.6,103.4,3276.9,754.6,2338.4,183.9,Idaho
1973.0,770000.0,164.2,2.6,14.2,26.9,120.5,3293.6,848.8,2237.8,207.0,Idaho
1974.0,799000.0,183.4,5.6,16.0,37.9,123.8,3899.2,1001.8,2683.5,214.0,Idaho
1975.0,820000.0,203.7,5.2,16.1,42.0,140.4,3937.4,1063.0,2651.3,223.0,Idaho
1976.0,831000.0,226.7,5.3,18.7,40.0,162.8,4043.8,1036.7,2776.9,230.2,Idaho
1977.0,857000.0,236.9,5.5,19.4,39.6,172.5,3888.0,1050.8,2599.6,237.6,Idaho
1978.0,878000.0,236.4,5.4,19.2,40.0,171.9,3778.4,1038.4,2496.2,243.7,Idaho
1979.0,905000.0,288.7,5.4,20.6,43.3,219.4,3952.0,1075.0,2605.2,271.8,Idaho
1980.0,943629.0,313.4,3.1,22.4,46.8,241.1,4468.8,1238.9,2993.0,236.9,Idaho
1981.0,959000.0,283.3,4.5,20.6,37.7,220.4,4247.4,1173.6,2859.5,214.3,Idaho
1982.0,965000.0,259.2,2.5,16.6,30.3,209.8,3824.0,1031.9,2617.2,174.9,Idaho
1983.0,989000.0,238.7,3.5,18.3,27.3,189.6,3627.1,930.8,2525.7,170.6,Idaho
1984.0,1001000.0,235.3,3.4,18.7,24.4,188.8,3436.4,874.2,2411.4,150.7,Idaho
1985.0,1005000.0,234.8,2.2,19.1,26.8,186.8,3673.2,887.3,2604.0,182.0,Idaho
1986.0,1003000.0,222.5,3.2,20.0,21.3,178.0,3984.4,1003.5,2799.7,181.3,Idaho
1987.0,998000.0,214.2,3.1,17.5,24.2,169.3,3942.1,976.8,2797.9,167.4,Idaho
1988.0,999000.0,234.7,3.6,17.9,20.2,193.0,3738.2,870.0,2692.0,176.3,Idaho
1989.0,1014000.0,254.6,2.6,23.3,15.0,213.8,3676.3,872.1,2645.5,158.8,Idaho
1990.0,1006749.0,275.7,2.7,27.3,15.0,230.7,3781.4,813.2,2802.7,165.5,Idaho
1991.0,1039000.0,290.3,1.8,28.9,20.7,238.9,3905.5,826.0,2901.2,178.3,Idaho
1992.0,1067000.0,281.4,3.5,31.8,21.5,224.7,3714.7,743.6,2813.8,157.4,Idaho
1993.0,1099000.0,281.8,2.9,35.3,16.9,226.7,3563.3,668.8,2711.1,183.4,Idaho
1994.0,1133000.0,285.8,3.5,27.9,18.4,235.9,3791.2,719.1,2877.1,195.1,Idaho
1995.0,1163000.0,322.0,4.1,28.4,24.0,265.5,4079.4,779.8,3057.6,242.0,Idaho
1996.0,1189000.0,267.2,3.6,26.3,20.3,217.0,3745.3,709.1,2848.8,187.5,Idaho
1997.0,1210000.0,256.8,3.2,28.9,19.6,205.0,3668.4,758.3,2709.4,200.7,Idaho
1998.0,1229000.0,282.2,2.9,31.4,21.5,226.4,3432.5,693.1,2553.7,185.7,Idaho
1999.0,1251700.0,244.9,2.0,33.3,17.8,191.8,2905.1,610.4,2143.0,151.6,Idaho
2000.0,1293953.0,252.5,1.2,29.7,17.2,204.3,2933.7,566.5,2206.0,161.2,Idaho
2001.0,1320585.0,243.1,2.3,32.2,18.6,190.1,2891.2,568.5,2141.9,180.9,Idaho
2002.0,1343124.0,254.6,2.7,37.0,17.9,197.0,2913.2,554.0,2163.6,195.6,Idaho
2003.0,1367034.0,245.9,1.9,39.1,17.9,187.0,2929.1,573.3,2162.3,193.6,Idaho
2004.0,1395140.0,247.4,2.2,42.6,17.3,185.4,2781.0,549.8,2034.8,196.3,Idaho
2005.0,1429367.0,257.0,2.4,40.4,18.6,195.3,2697.0,564.3,1931.0,202.0,Idaho
2006.0,1466465.0,250.0,2.4,41.7,20.0,185.9,2395.9,514.5,1715.3,166.1,Idaho
2007.0,1499402.0,256.2,3.3,40.5,16.2,196.2,2275.8,475.6,1649.1,151.1,Idaho
2008.0,1523816.0,241.5,1.5,38.0,15.7,186.3,2096.1,442.8,1544.3,108.9,Idaho
2009.0,1545801.0,246.2,1.6,37.2,16.4,191.0,2019.7,432.3,1492.2,95.2,Idaho
2010.0,1571102.0,220.5,1.4,33.9,13.6,171.6,2000.9,414.5,1501.7,84.6,Idaho
2011.0,1583744.0,202.2,2.2,28.0,11.9,160.1,2075.8,436.6,1555.1,84.0,Idaho
2012.0,1595728.0,207.9,1.8,30.0,15.2,160.9,1983.5,450.3,1447.7,85.5,Idaho
1960.0,10081158.0,365.1,4.9,17.6,208.8,133.8,1976.8,577.7,1045.7,353.3,Illinois
1961.0,10258000.0,362.2,4.8,17.2,204.5,135.7,2082.3,586.9,1140.6,354.8,Illinois
1962.0,10146000.0,383.7,5.3,18.6,201.5,158.3,2162.4,555.7,1235.0,371.7,Illinois
1963.0,10182000.0,330.3,5.1,13.9,188.5,122.7,2255.0,541.3,1332.1,381.6,Illinois
1964.0,10489000.0,351.9,5.5,15.0,182.3,149.2,2333.4,547.4,1380.3,405.7,Illinois
1965.0,10644000.0,322.7,5.2,16.0,164.7,136.7,2223.2,550.2,1293.1,379.9,Illinois
1966.0,10722000.0,364.8,6.9,16.6,184.9,156.4,2394.4,560.5,1418.6,415.3,Illinois
1967.0,10893000.0,394.3,7.3,17.9,200.9,168.3,2516.2,608.5,1486.1,421.7,Illinois
1968.0,10974000.0,408.0,8.1,16.4,211.5,172.0,2829.8,683.6,1705.2,441.0,Illinois
1969.0,11047000.0,448.5,8.6,19.1,236.7,184.0,3020.0,738.7,1806.8,474.5,Illinois
1970.0,11113976.0,467.9,9.6,20.4,251.1,186.8,3311.6,765.4,2028.4,517.8,Illinois
1971.0,11196000.0,477.3,9.6,21.6,258.1,187.9,3408.1,836.7,2095.6,475.8,Illinois
1972.0,11251000.0,508.1,8.8,23.3,260.1,215.9,3283.1,846.1,1994.0,443.0,Illinois
1973.0,11236000.0,555.9,10.4,24.0,272.8,248.7,3769.1,1025.1,2236.2,507.7,Illinois
1974.0,11131000.0,627.1,11.8,27.7,313.4,274.2,4557.1,1264.2,2761.5,531.4,Illinois
1975.0,11145000.0,670.2,10.6,25.7,325.8,308.1,5033.2,1409.7,3030.0,593.5,Illinois
1976.0,11229000.0,625.8,10.3,24.6,287.1,303.7,4829.5,1258.4,2991.8,579.3,Illinois
1977.0,11245000.0,630.6,9.9,26.1,280.3,314.3,4697.1,1257.0,2828.5,611.7,Illinois
1978.0,11243000.0,676.7,9.9,28.0,292.9,345.9,4943.1,1350.7,2969.9,622.5,Illinois
1979.0,11230000.0,743.9,10.7,33.0,321.1,379.2,5287.2,1440.6,3170.6,676.0,Illinois
1980.0,11355062.0,808.0,10.6,34.8,367.0,395.6,5461.1,1559.6,3252.5,649.0,Illinois
1981.0,11455000.0,792.5,10.5,32.4,373.2,376.3,5323.2,1511.5,3201.2,610.5,Illinois
1982.0,11448000.0,774.3,8.8,29.9,346.8,388.8,5066.0,1373.8,3093.2,599.0,Illinois
1983.0,11486000.0,728.1,9.7,31.5,318.9,368.0,4813.3,1292.4,2952.0,569.0,Illinois
1984.0,11511000.0,724.9,9.0,31.2,303.8,380.9,4579.3,1173.4,2820.3,585.6,Illinois
1985.0,11535000.0,714.8,8.0,39.3,287.1,380.3,4596.5,1135.8,2869.8,590.9,Illinois
1986.0,11533000.0,808.9,8.9,41.2,325.3,433.5,4746.0,1179.8,2937.9,628.3,Illinois
1987.0,11582000.0,796.2,8.3,38.4,314.3,435.2,4620.3,1123.7,2957.1,539.5,Illinois
1988.0,11544000.0,810.4,8.6,38.5,312.7,450.6,4810.4,1128.7,3076.5,605.3,Illinois
1989.0,11658000.0,845.9,9.0,35.7,335.7,465.4,4793.3,1076.0,3109.9,607.4,Illinois
1990.0,11430602.0,967.4,10.3,39.4,394.0,523.6,4967.7,1063.0,3262.0,642.8,Illinois
1991.0,11543000.0,1039.2,11.3,40.0,456.1,531.8,5092.9,1120.0,3317.5,655.3,Illinois
1992.0,11631000.0,977.3,11.4,37.1,412.5,516.4,4788.1,1077.3,3091.9,618.8,Illinois
1993.0,11697000.0,959.7,11.4,34.6,381.2,532.6,4658.2,1015.5,3084.0,558.7,Illinois
1994.0,11752000.0,960.9,11.7,33.3,372.6,543.3,4664.9,1005.1,3096.4,563.5,Illinois
1995.0,11830000.0,996.1,10.3,36.5,330.8,618.5,4459.6,917.6,3019.0,523.0,Illinois
1996.0,11847000.0,890.4,10.0,38.4,279.4,562.6,4429.6,913.2,3026.2,490.2,Illinois
1997.0,11896000.0,861.4,9.2,37.1,278.4,536.7,4279.7,870.5,2943.3,465.9,Illinois
1998.0,12045000.0,807.7,8.4,34.0,248.5,516.9,4050.8,811.9,2799.4,439.5,Illinois
1999.0,12128370.0,689.5,7.7,35.4,217.4,428.9,3825.2,711.7,2646.3,467.2,Illinois
2000.0,12419293.0,653.8,7.2,31.6,206.5,408.5,3585.4,659.1,2521.6,404.7,Illinois
2001.0,12520227.0,633.1,7.8,32.0,199.1,394.1,3471.6,632.2,2450.1,389.2,Illinois
2002.0,12586447.0,601.9,7.6,34.7,201.1,358.4,3420.2,647.0,2417.1,356.0,Illinois
2003.0,12649087.0,556.4,7.1,33.1,188.0,328.1,3287.9,619.4,2339.4,329.1,Illinois
2004.0,12712016.0,545.7,6.1,33.2,177.6,328.7,3174.1,598.6,2257.9,317.6,Illinois
2005.0,12765427.0,552.0,6.0,33.8,182.2,330.3,3092.0,608.2,2175.0,308.0,Illinois
2006.0,12831970.0,541.6,6.1,31.8,185.3,318.4,3019.6,602.1,2124.2,293.3,Illinois
2007.0,12852548.0,533.2,5.9,31.9,179.7,315.7,2935.8,587.6,2084.5,263.7,Illinois
2008.0,12901563.0,525.4,6.1,31.9,186.4,300.9,2932.6,612.1,2068.1,252.5,Illinois
2009.0,12910409.0,497.2,6.0,30.2,177.6,283.4,2736.9,603.0,1927.3,206.6,Illinois
2010.0,12841980.0,444.9,5.5,23.9,158.7,256.8,2718.1,603.3,1889.7,225.1,Illinois
2011.0,12859752.0,424.0,6.1,23.6,157.2,237.1,2678.7,604.4,1845.8,228.5,Illinois
2012.0,12875255.0,414.8,5.8,27.7,151.2,230.0,2578.7,552.2,1826.9,199.5,Illinois
1960.0,4662498.0,84.6,4.4,5.1,34.5,40.6,1469.1,460.8,840.7,167.6,Indiana
1961.0,4711000.0,85.8,4.1,5.3,38.8,37.6,1546.8,470.4,899.6,176.8,Indiana
1962.0,4715000.0,88.9,3.5,6.1,38.5,40.7,1713.9,470.5,1049.3,194.1,Indiana
1963.0,4694000.0,102.7,2.8,8.1,47.3,44.5,1947.5,538.9,1195.7,213.0,Indiana
1964.0,4825000.0,136.0,3.0,10.5,58.1,64.5,2047.2,534.7,1287.0,225.6,Indiana
1965.0,4885000.0,137.1,3.5,10.6,57.4,65.6,2033.4,556.4,1230.6,246.5,Indiana
1966.0,4918000.0,146.3,4.0,10.6,62.8,68.9,2189.8,627.5,1286.7,275.5,Indiana
1967.0,5000000.0,162.9,3.8,12.7,78.7,67.8,2429.6,701.5,1389.3,338.9,Indiana
1968.0,5067000.0,201.9,4.8,14.6,101.0,81.4,2718.4,743.9,1562.5,411.9,Indiana
1969.0,5118000.0,198.1,5.0,16.9,93.6,82.7,2891.2,819.0,1677.8,394.5,Indiana
1970.0,5193669.0,234.6,4.9,19.9,110.3,99.6,3250.3,925.8,1874.2,450.3,Indiana
1971.0,5274000.0,247.1,5.3,19.4,126.0,96.3,3275.7,969.0,1903.9,402.7,Indiana
1972.0,5291000.0,245.1,6.1,22.5,111.1,105.4,3164.6,948.4,1850.7,365.5,Indiana
1973.0,5316000.0,257.6,7.3,23.3,108.8,118.2,3469.1,1035.8,2043.3,389.9,Indiana
1974.0,5330000.0,293.3,8.0,23.5,134.4,127.3,4043.6,1254.6,2396.0,393.0,Indiana
1975.0,5311000.0,332.8,8.5,24.3,156.8,143.3,4578.6,1376.4,2813.9,388.3,Indiana
1976.0,5302000.0,315.4,7.1,23.2,128.8,156.3,4357.9,1215.6,2769.9,372.4,Indiana
1977.0,5330000.0,310.6,7.4,26.5,123.2,153.5,3962.3,1086.2,2498.7,377.4,Indiana
1978.0,5374000.0,323.5,6.2,27.0,121.4,168.8,4015.1,1108.3,2495.7,411.1,Indiana
1979.0,5400000.0,338.0,8.3,31.1,132.7,165.9,4263.4,1169.9,2660.5,433.0,Indiana
1980.0,5461103.0,377.8,8.9,33.1,141.4,194.5,4552.5,1313.3,2807.1,432.2,Indiana
1981.0,5466000.0,341.6,7.1,29.6,129.0,176.0,4198.2,1168.8,2690.0,339.3,Indiana
1982.0,5471000.0,300.6,6.5,27.8,109.0,157.2,4128.9,1088.8,2713.5,326.6,Indiana
1983.0,5479000.0,283.8,5.2,27.5,99.9,151.1,3846.0,988.3,2535.7,322.1,Indiana
1984.0,5498000.0,305.2,5.5,25.0,98.9,175.9,3624.2,928.0,2345.2,351.0,Indiana
1985.0,5499000.0,309.4,5.8,24.0,92.1,187.5,3604.7,914.6,2361.5,328.5,Indiana
1986.0,5504000.0,307.7,6.0,25.9,90.0,185.9,3547.1,886.7,2332.9,327.5,Indiana
1987.0,5531000.0,328.5,5.6,29.1,88.6,205.2,3791.3,946.7,2490.0,354.5,Indiana
1988.0,5575000.0,380.0,6.4,31.0,89.0,253.5,3770.0,935.2,2481.3,353.5,Indiana
1989.0,5593000.0,406.5,6.3,32.3,101.4,266.5,4033.5,969.1,2673.2,391.1,Indiana
1990.0,5544159.0,473.9,6.2,37.9,101.3,328.4,4209.4,943.3,2827.1,439.0,Indiana
1991.0,5610000.0,505.3,7.5,41.3,116.0,340.5,4312.5,977.1,2870.6,464.8,Indiana
1992.0,5662000.0,508.5,8.2,42.4,122.2,335.7,4178.5,952.1,2776.1,450.3,Indiana
1993.0,5713000.0,489.1,7.5,39.1,119.8,322.6,3976.0,852.0,2695.9,428.1,Indiana
1994.0,5752000.0,525.1,7.9,35.6,130.2,351.5,4067.7,850.5,2782.4,434.8,Indiana
1995.0,5803000.0,524.7,8.0,33.3,135.2,348.3,4106.8,821.6,2819.5,465.7,Indiana
1996.0,5841000.0,537.0,7.2,34.1,124.1,371.6,3961.2,783.8,2752.6,424.9,Indiana
1997.0,5864000.0,514.6,7.3,32.9,132.4,342.1,3951.6,821.7,2701.9,428.0,Indiana
1998.0,5899000.0,431.0,7.7,33.1,111.2,279.0,3738.4,789.2,2590.1,359.2,Indiana
1999.0,5942901.0,374.6,6.6,27.0,109.3,231.7,3391.4,714.5,2335.5,341.4,Indiana
2000.0,6080485.0,349.1,5.8,28.9,103.3,211.1,3402.8,676.1,2379.9,346.8,Indiana
2001.0,6126743.0,371.1,6.7,28.0,117.0,219.3,3452.9,697.9,2404.1,350.9,Indiana
2002.0,6156913.0,357.3,5.9,29.9,107.4,214.1,3394.0,692.0,2372.5,329.5,Indiana
2003.0,6199571.0,352.3,5.5,27.7,103.2,215.9,3355.7,670.7,2349.9,335.0,Indiana
2004.0,6226537.0,325.9,5.1,29.0,102.4,189.5,3403.6,677.2,2387.7,338.7,Indiana
2005.0,6266019.0,324.0,5.7,29.6,108.7,180.0,3460.0,698.3,2414.0,347.0,Indiana
2006.0,6313520.0,321.6,5.7,28.7,113.6,173.5,3449.5,721.3,2386.2,342.0,Indiana
2007.0,6345289.0,335.8,5.5,27.4,123.6,179.3,3370.8,732.6,2332.4,305.8,Indiana
2008.0,6376792.0,337.6,5.0,26.8,118.9,186.8,3350.3,765.4,2310.5,274.4,Indiana
2009.0,6423113.0,334.0,4.9,25.2,114.4,189.5,3112.3,761.0,2135.9,215.4,Indiana
2010.0,6490622.0,323.3,4.1,27.1,101.1,191.0,3070.2,748.3,2113.9,208.0,Indiana
2011.0,6516353.0,331.8,4.7,27.0,107.1,193.0,3161.5,776.1,2158.1,227.4,Indiana
2012.0,6537334.0,345.7,4.7,25.5,100.9,214.6,3029.2,728.3,2092.0,209.0,Indiana
1960.0,2757537.0,23.8,0.6,3.7,10.9,8.6,1100.1,231.2,792.9,76.0,Iowa
1961.0,2779000.0,23.1,1.3,2.9,10.5,8.5,1057.6,228.7,759.1,69.8,Iowa
1962.0,2777000.0,20.1,1.1,3.8,8.6,6.7,1117.4,263.8,780.3,73.4,Iowa
1963.0,2780000.0,22.6,1.3,3.6,9.1,8.7,1156.7,270.4,804.8,81.5,Iowa
1964.0,2756000.0,36.5,1.3,5.0,11.2,19.0,1319.9,290.4,933.7,95.8,Iowa
1965.0,2760000.0,38.7,1.3,4.5,12.8,20.1,1358.9,304.3,950.0,104.7,Iowa
1966.0,2747000.0,44.2,1.6,4.8,12.8,25.0,1599.6,336.5,1131.2,131.9,Iowa
1967.0,2753000.0,58.4,1.5,5.6,21.0,30.3,1822.6,431.6,1235.8,155.2,Iowa
1968.0,2748000.0,68.5,1.7,6.8,25.0,35.0,2075.2,474.1,1436.5,164.6,Iowa
1969.0,2781000.0,69.0,1.4,6.4,22.4,38.8,2183.5,489.1,1516.9,177.5,Iowa
1970.0,2825041.0,79.3,1.9,6.2,28.5,42.8,2425.8,507.3,1743.4,175.0,Iowa
1971.0,2852000.0,98.9,1.8,8.9,30.4,57.8,2526.6,531.6,1841.8,153.3,Iowa
1972.0,2883000.0,87.4,1.7,8.6,26.7,50.3,2444.4,521.6,1753.7,169.1,Iowa
1973.0,2904000.0,102.3,2.2,11.3,32.9,55.9,2729.3,634.0,1904.6,190.7,Iowa
1974.0,2855000.0,121.0,1.9,10.1,48.7,60.4,3292.6,791.5,2282.1,219.1,Iowa
1975.0,2870000.0,140.7,2.5,10.3,53.5,74.4,3768.0,818.5,2719.8,229.7,Iowa
1976.0,2870000.0,132.9,2.3,10.7,41.1,78.7,3918.6,827.1,2884.6,206.9,Iowa
1977.0,2879000.0,144.0,2.3,10.6,41.2,89.8,3717.5,812.5,2685.1,219.9,Iowa
1978.0,2896000.0,161.4,2.6,10.4,46.9,101.6,3818.7,870.6,2712.9,235.1,Iowa
1979.0,2903000.0,181.2,2.2,11.0,50.2,117.7,4120.6,922.1,2928.8,269.7,Iowa
1980.0,2907804.0,200.4,2.2,14.3,54.9,129.0,4546.4,1079.5,3219.1,247.8,Iowa
1981.0,2897000.0,204.2,2.6,13.4,53.6,134.5,4512.4,1067.5,3221.7,223.2,Iowa
1982.0,2905000.0,172.7,2.3,12.5,36.2,121.8,3963.8,947.8,2842.3,173.7,Iowa
